object_id,district,timeperiod,area_sqkm,inundation_intensity_mean_nonzero,inundation_intensity_sum,drainage_density,mean_rain,max_rain,total_population,total_households,mean_sex_ratio,schools_count,health_centres_count,rail_length,road_length,net_sown_area_ha,electricity_access,piped_water_households_pct,no_sanitation_households_pct,elderly_population,flood_protection_failures,human_lives_lost,population_affected_total,crop_area,flood_protection_damaged,roads_damaged,bridges_damaged,total_procurement_value,disaster_fund_sanctions_value,disaster_fund_procurement_value
R01-D06-S01,Lakeshire,2022_11,518.19,1.9704,284.8,3.018,88.0,140.78,1273887.0,267568.0,964.8,46.0,19.0,13.64,519.25,89.71,0.815,81.97,12.31,139537.0,0.38,2.0,11561.0,3.16,0.08,5.07,1.11,1768668.0,604359.0,1011091.0
R01-D06-S02,Lakeshire,2022_11,1251.38,1.7034,232.23,1.955,78.94,180.8,986065.0,206783.0,906.2,128.0,23.0,59.53,912.3,230.79,0.496,54.17,21.58,88763.0,0.72,1.0,5297.0,4.74,0.96,2.74,0.28,1104683.0,897898.0,439843.0
R01-D06-S03,Lakeshire,2022_11,793.75,3.2174,605.38,2.557,78.4,150.69,246866.0,60700.0,925.6,67.0,12.0,25.27,314.51,290.78,0.439,48.32,19.45,23974.0,0.42,0.0,2982.0,6.33,0.26,5.33,0.7,2391518.0,810515.0,934443.0
R01-D01-S01,Northmere,2022_12,989.98,3.2506,299.8,0.83,101.21,153.44,1287130.0,298425.0,1046.3,105.0,29.0,74.45,1538.65,179.96,0.743,68.33,11.37,137027.0,0.26,2.0,7312.0,16.57,0.57,7.76,0.84,1523758.0,1634689.0,898146.0
R01-D01-S02,Northmere,2022_12,1614.92,0.0,0.0,1.798,92.89,130.11,230863.0,49941.0,1039.0,159.0,17.0,48.01,1114.41,389.9,0.789,71.55,13.26,25948.0,0.18,0.0,211.0,8.33,0.9,0.49,0.23,2891054.0,455200.0,588075.0
R01-D01-S03,Northmere,2022_12,1680.97,2.1114,382.5,2.441,66.93,147.94,674680.0,159527.0,909.6,175.0,22.0,41.79,761.92,519.89,0.658,76.09,10.76,52191.0,0.04,2.0,4320.0,35.56,0.01,0.01,0.64,6174068.0,871651.0,549601.0
R01-D01-S04,Northmere,2022_12,1337.0,3.3682,459.88,3.897,59.97,89.31,1141263.0,258096.0,1034.0,94.0,37.0,6.85,1656.57,260.25,0.71,62.55,12.98,90102.0,0.2,1.0,4724.0,11.95,0.37,3.03,0.22,920272.0,953665.0,198734.0
R01-D02-S01,Eastfen,2022_12,1040.1,1.5574,278.28,2.891,63.02,122.45,106013.0,22341.0,1011.7,58.0,5.0,2.15,554.71,264.32,0.3,33.1,26.96,12506.0,0.81,1.0,865.0,3.4,1.07,9.34,1.32,1529736.0,977889.0,464399.0
R01-D02-S02,Eastfen,2022_12,786.49,2.3152,227.86,1.163,64.87,146.68,576662.0,121506.0,919.5,57.0,4.0,10.4,454.4,201.34,0.317,30.95,22.2,66275.0,0.34,0.0,4315.0,12.71,0.13,2.58,0.12,335440.0,243279.0,642748.0
R01-D02-S03,Eastfen,2022_12,608.44,0.035,4.34,3.414,63.99,103.54,1015805.0,243180.0,1005.0,27.0,3.0,7.82,122.48,113.41,0.43,48.99,28.27,77255.0,0.24,1.0,2638.0,1.62,0.34,1.45,0.31,2719906.0,0.0,135229.0
R01-D02-S04,Eastfen,2022_12,1698.07,1.3998,276.26,1.509,89.92,204.63,1233462.0,250887.0,1002.4,79.0,27.0,36.35,1044.81,619.2,0.34,32.66,28.71,128968.0,0.4,1.0,4214.0,1.83,0.2,0.94,0.33,0.0,299126.0,103114.0
R01-D03-S01,Southwater,2022_12,213.25,0.7324,95.25,2.968,84.43,119.99,1188638.0,240975.0,1017.1,10.0,3.0,7.44,131.81,42.4,0.469,45.33,20.93,144068.0,0.63,0.0,1149.0,1.34,0.6,2.36,0.84,3626722.0,418680.0,469528.0
R01-D03-S02,Southwater,2022_12,1223.73,0.7167,85.71,2.839,66.5,147.6,239597.0,56198.0,970.7,40.0,18.0,31.05,438.06,597.24,0.3,25.42,34.69,18644.0,0.53,0.0,1184.0,4.43,0.37,3.08,0.75,1239047.0,944339.0,550196.0
R01-D03-S03,Southwater,2022_12,1577.0,0.0,0.0,2.457,98.84,207.44,975877.0,241175.0,945.6,84.0,31.0,13.45,1343.18,393.61,0.419,40.96,29.63,84369.0,0.07,0.0,613.0,2.13,0.02,0.28,0.22,339876.0,0.0,749200.0
R01-D03-S04,Southwater,2022_12,986.09,1.1344,221.62,3.487,91.62,133.31,359074.0,75046.0,935.1,34.0,6.0,6.97,490.4,235.77,0.419,45.97,26.49,45647.0,0.14,0.0,17.0,2.83,0.01,0.28,0.09,0.0,1293766.0,863525.0
R01-D04-S01,Westmoor,2022_12,728.47,2.104,188.96,3.244,73.86,130.21,1025068.0,229996.0,999.6,63.0,12.0,28.42,646.68,360.68,0.403,54.44,21.48,80824.0,0.41,0.0,2710.0,7.61,0.4,1.38,0.13,2795908.0,1023964.0,0.0
R01-D04-S02,Westmoor,2022_12,1665.24,0.827,125.76,0.815,65.17,167.11,280199.0,68544.0,1008.4,60.0,23.0,36.91,665.97,318.58,0.31,25.91,26.01,23327.0,0.27,0.0,1248.0,6.23,0.3,4.79,0.34,3217048.0,1318328.0,523919.0
R01-D04-S03,Westmoor,2022_12,490.29,0.0,0.0,2.937,80.64,122.91,758397.0,186988.0,966.9,27.0,7.0,5.95,168.5,123.51,0.354,28.11,29.82,71167.0,0.19,0.0,1417.0,3.77,0.2,1.51,0.24,5515831.0,928752.0,420489.0
R01-D05-S01,Riverend,2022_12,1334.51,0.2569,44.64,0.913,38.24,97.83,561459.0,135199.0,1044.3,37.0,16.0,38.59,826.61,567.21,0.401,35.17,30.51,60649.0,0.54,1.0,1374.0,3.05,0.82,0.94,0.65,2966890.0,1203164.0,971839.0
R01-D05-S02,Riverend,2022_12,1459.47,0.0,0.0,3.226,60.35,91.24,435845.0,96236.0,1007.5,136.0,27.0,15.45,1289.44,350.27,0.709,69.18,20.64,54558.0,0.22,1.0,1544.0,4.84,0.23,3.21,0.01,1005839.0,0.0,870356.0
R01-D05-S03,Riverend,2022_12,690.03,0.0,0.0,2.095,111.2,178.76,177238.0,42940.0,930.4,32.0,7.0,35.96,770.22,242.63,0.646,48.8,21.31,14221.0,0.6,0.0,815.0,2.18,0.15,0.45,0.17,2750445.0,1168373.0,954668.0
R01-D06-S01,Lakeshire,2022_12,518.19,1.8509,189.3,3.018,47.77,96.36,1313228.0,274831.0,964.8,33.0,4.0,12.64,494.53,204.2,0.705,60.09,12.41,94068.0,0.98,2.0,4672.0,12.82,0.33,1.39,0.83,2085250.0,878758.0,853011.0
R01-D06-S02,Lakeshire,2022_12,1251.38,0.1435,14.27,1.955,112.23,167.08,1004854.0,217371.0,906.2,50.0,21.0,13.92,603.19,130.98,0.561,47.07,22.33,123809.0,0.14,0.0,11320.0,7.66,0.12,1.7,0.15,3660046.0,1134314.0,664049.0
R01-D06-S03,Lakeshire,2022_12,793.75,0.0,0.0,2.557,77.61,117.29,252974.0,53831.0,925.6,39.0,12.0,36.35,307.07,154.02,0.58,53.7,19.14,18859.0,0.55,0.0,1199.0,1.94,0.85,4.86,0.54,0.0,988444.0,561399.0
